Id,Nombre,Apellidos,SalarioMensual,Deudas,RetencionFuente,Correo,Telefono,Cargo
359678,Raul,Gonzalez,1883713,True,0.1,cccc@hotmail.com,5075159,desarrollador senior
404350,Mauricio,Gonzalez,1291781,True,0.1,bbbb@hotmail.com,4611168,arquitecto
101851,Manuela,Montoya,1137990,True,0.1,cccc@hotmail.com,4716728,desarrollador junior
174377,Andres,Montoya,4101812,True,0.1,cccc@hotmail.com,5080697,arquitecto
391430,Isabel,Peralta,4243039,True,0.1,dddd@hotmail.com,5037552,desarrollador junior
411639,Mauricio,Gonzalez,3528434,True,0.1,cccc@hotmail.com,4860007,desarrollador senior
139209,Raul,Gonzalez,1230100,True,0.1,cccc@hotmail.com,4755919,desarrollador senior
387014,Andres,Urrego,4276777,True,0.1,aaaa@hotmail.com,4834686,desarrollador senior
415067,Mauricio,Gutierrez,3539376,True,0.1,dddd@hotmail.com,4999667,arquitecto
339677,Andres,Gomez,4184267,True,0.1,bbbb@hotmail.com,4776057,desarrollador senior
216579,Mauricio,Gomez,3355689,True,0.1,bbbb@hotmail.com,4695168,arquitecto
160570,Juan,Gomez,2362779,True,0.1,dddd@hotmail.com,4681404,desarrollador senior
194736,Manuela,Peralta,3257586,True,0.1,aaaa@hotmail.com,4750429,arquitecto
19555,Isabel,Gonzalez,3852725,True,0.1,dddd@hotmail.com,5042965,desarrollador junior
102312,Juan,Montoya,1977412,True,0.1,dddd@hotmail.com,4852644,desarrollador junior
313506,Juan,Montoya,4700976,True,0.1,dddd@hotmail.com,4885940,desarrollador junior
196791,Juan,Peralta,3612510,True,0.1,cccc@hotmail.com,4913538,desarrollador junior
45404,Mauricio,Gutierrez,3486508,True,0.1,cccc@hotmail.com,4897282,desarrollador senior
275437,Juan,Perez,4891710,True,0.1,cccc@hotmail.com,4733608,desarrollador junior
144956,Pablo,Peralta,1275935,True,0.1,aaaa@hotmail.com,4865455,desarrollador senior
394140,Veronica,Montoya,2905473,True,0.1,aaaa@hotmail.com,4929407,arquitecto
27746,Mauricio,Perez,3730009,True,0.1,cccc@hotmail.com,4990674,arquitecto
476768,Kelly,Gomez,4697528,True,0.1,dddd@hotmail.com,4605649,desarrollador senior
304634,Manuela,Urrego,1213576,True,0.1,cccc@hotmail.com,4763693,arquitecto
311372,Veronica,Urrego,2050061,True,0.1,bbbb@hotmail.com,4743178,desarrollador senior
117913,Juan,Gonzalez,3328474,True,0.1,dddd@hotmail.com,4786714,desarrollador junior
115736,Isabel,Gutierrez,1070498,True,0.1,cccc@hotmail.com,4923347,arquitecto
347238,Juan,Peralta,3271546,True,0.1,cccc@hotmail.com,4874801,arquitecto
210815,Isabel,Montoya,1647998,True,0.1,dddd@hotmail.com,4890506,desarrollador junior
126068,Andres,Gutierrez,2847116,True,0.1,dddd@hotmail.com,4801009,desarrollador senior
386595,Manuela,Urrego,1692159,True,0.1,cccc@hotmail.com,4950484,desarrollador senior
83225,Veronica,Montoya,4789281,True,0.1,aaaa@hotmail.com,4794514,arquitecto
206606,Kelly,Gomez,2405009,True,0.1,aaaa@hotmail.com,4726814,desarrollador junior
16518,Juan,Montoya,3570201,True,0.1,dddd@hotmail.com,5079156,desarrollador junior
56238,Ana,Gomez,1715070,True,0.1,dddd@hotmail.com,4674013,desarrollador junior
375925,Andres,Perez,3430981,True,0.1,cccc@hotmail.com,4602496,desarrollador senior
320457,Raul,Peralta,2885720,True,0.1,aaaa@hotmail.com,4739069,arquitecto
232424,Pablo,Gutierrez,4744395,True,0.1,aaaa@hotmail.com,4885016,arquitecto
129382,Mauricio,Gutierrez,4685966,True,0.1,aaaa@hotmail.com,4918260,desarrollador senior
107814,Manuela,Gutierrez,1170335,True,0.1,cccc@hotmail.com,4626757,desarrollador junior
217916,Ana,Perez,2437425,True,0.1,bbbb@hotmail.com,4832829,desarrollador senior
88501,Raul,Perez,3413236,True,0.1,aaaa@hotmail.com,4979341,desarrollador senior
497004,Manuela,Urrego,3409330,True,0.1,aaaa@hotmail.com,4856644,desarrollador senior
344107,Isabel,Gomez,1278810,True,0.1,bbbb@hotmail.com,4753711,desarrollador junior
205928,Ana,Montoya,3562366,True,0.1,dddd@hotmail.com,4942293,arquitecto
159265,Ana,Montoya,1851027,True,0.1,aaaa@hotmail.com,4940257,desarrollador senior
438296,Veronica,Gomez,3701899,True,0.1,bbbb@hotmail.com,4765612,desarrollador senior
277473,Manuela,Montoya,4238483,True,0.1,aaaa@hotmail.com,4662510,arquitecto
385765,Mauricio,Gutierrez,2985472,True,0.1,aaaa@hotmail.com,5058573,desarrollador junior
422528,Ana,Urrego,2489043,True,0.1,cccc@hotmail.com,4901656,desarrollador junior
208787,Ana,Perez,3263951,True,0.1,bbbb@hotmail.com,4768479,desarrollador senior
47689,Mauricio,Gonzalez,4344782,True,0.1,bbbb@hotmail.com,4900369,arquitecto
335933,Andres,Peralta,1493958,True,0.1,aaaa@hotmail.com,4856740,arquitecto
186302,Andres,Gonzalez,4409447,True,0.1,bbbb@hotmail.com,4999326,desarrollador junior
130112,Raul,Perez,3441723,True,0.1,aaaa@hotmail.com,4772587,desarrollador junior
49122,Isabel,Montoya,2787347,True,0.1,cccc@hotmail.com,5046388,arquitecto
103875,Raul,Perez,4902113,True,0.1,aaaa@hotmail.com,4755002,arquitecto
327915,Mauricio,Gonzalez,2464023,True,0.1,cccc@hotmail.com,4781926,desarrollador senior
65874,Pablo,Perez,4685798,True,0.1,aaaa@hotmail.com,4866171,desarrollador senior
405131,Raul,Perez,1506199,True,0.1,dddd@hotmail.com,5055708,desarrollador junior
350947,Kelly,Gonzalez,2047392,True,0.1,aaaa@hotmail.com,4639072,desarrollador senior
361271,Isabel,Montoya,4104651,True,0.1,aaaa@hotmail.com,5075204,arquitecto
123026,Juan,Peralta,3176563,True,0.1,aaaa@hotmail.com,4604009,arquitecto
445441,Pablo,Gomez,3384893,True,0.1,dddd@hotmail.com,5074761,desarrollador senior
171645,Kelly,Gomez,2927746,True,0.1,bbbb@hotmail.com,4758197,desarrollador junior
399578,Mauricio,Gonzalez,4664346,True,0.1,bbbb@hotmail.com,5061814,desarrollador senior
89823,Veronica,Gomez,3798574,True,0.1,cccc@hotmail.com,4921290,desarrollador junior
180224,Ana,Gonzalez,2898443,True,0.1,cccc@hotmail.com,4958515,arquitecto
241850,Manuela,Perez,1751439,True,0.1,cccc@hotmail.com,4762950,desarrollador junior
322103,Juan,Urrego,3092104,True,0.1,aaaa@hotmail.com,4832176,desarrollador junior
275900,Pablo,Montoya,1257609,True,0.1,cccc@hotmail.com,5038173,desarrollador junior
62191,Juan,Gutierrez,1328326,True,0.1,aaaa@hotmail.com,4995642,desarrollador senior
141815,Juan,Peralta,1426732,True,0.1,bbbb@hotmail.com,4634510,desarrollador senior
407404,Raul,Montoya,1998256,True,0.1,aaaa@hotmail.com,4921558,arquitecto
284957,Manuela,Gonzalez,4968368,True,0.1,dddd@hotmail.com,4980814,arquitecto
69039,Mauricio,Montoya,2508954,True,0.1,dddd@hotmail.com,4766501,desarrollador senior
316198,Veronica,Montoya,1295752,True,0.1,aaaa@hotmail.com,4770051,arquitecto
290241,Isabel,Montoya,2009060,True,0.1,bbbb@hotmail.com,5032696,desarrollador junior
455151,Kelly,Gomez,2302124,True,0.1,aaaa@hotmail.com,4745987,arquitecto
350166,Isabel,Gomez,4383791,True,0.1,bbbb@hotmail.com,5015651,arquitecto
262861,Veronica,Gonzalez,4534241,True,0.1,cccc@hotmail.com,4938588,arquitecto
134260,Mauricio,Peralta,3715194,True,0.1,aaaa@hotmail.com,4704086,arquitecto
92456,Veronica,Montoya,3923819,True,0.1,dddd@hotmail.com,4770602,arquitecto
172134,Isabel,Gutierrez,4745095,True,0.1,bbbb@hotmail.com,4744913,desarrollador senior
200926,Andres,Peralta,2430845,True,0.1,aaaa@hotmail.com,4744412,arquitecto
463122,Manuela,Perez,2333575,True,0.1,aaaa@hotmail.com,4698992,arquitecto
370407,Ana,Peralta,3371182,True,0.1,aaaa@hotmail.com,4748510,desarrollador junior
359845,Kelly,Gomez,3382134,True,0.1,dddd@hotmail.com,4990551,desarrollador senior
483427,Andres,Peralta,2406246,True,0.1,cccc@hotmail.com,5060504,desarrollador junior
464233,Pablo,Perez,1090562,True,0.1,dddd@hotmail.com,4783382,desarrollador junior
95337,Kelly,Urrego,3905478,True,0.1,aaaa@hotmail.com,5004608,desarrollador junior
62443,Pablo,Gutierrez,4971690,True,0.1,bbbb@hotmail.com,4691619,desarrollador junior
77136,Mauricio,Gomez,2749235,True,0.1,bbbb@hotmail.com,4972841,arquitecto
462401,Ana,Urrego,4712817,True,0.1,aaaa@hotmail.com,4737613,desarrollador junior
352737,Mauricio,Montoya,4584058,True,0.1,aaaa@hotmail.com,4728807,desarrollador junior
103309,Kelly,Peralta,2463449,True,0.1,aaaa@hotmail.com,4748782,desarrollador junior
324767,Mauricio,Peralta,1601994,True,0.1,dddd@hotmail.com,5012685,desarrollador senior
15156,Pablo,Gomez,2512546,True,0.1,dddd@hotmail.com,4895338,arquitecto
135728,Veronica,Peralta,3260709,True,0.1,bbbb@hotmail.com,4654607,arquitecto
34782,Manuela,Perez,2362665,True,0.1,dddd@hotmail.com,4916928,desarrollador senior
356183,Raul,Urrego,4713307,True,0.1,cccc@hotmail.com,4633519,desarrollador senior
6331,Veronica,Gonzalez,3090339,True,0.1,bbbb@hotmail.com,4637882,desarrollador senior
335546,Andres,Urrego,4745470,True,0.1,bbbb@hotmail.com,4648379,desarrollador senior
432757,Mauricio,Gomez,4874755,True,0.1,cccc@hotmail.com,5047547,arquitecto
404935,Raul,Peralta,1465308,True,0.1,bbbb@hotmail.com,4976029,desarrollador senior
401029,Mauricio,Perez,1689019,True,0.1,bbbb@hotmail.com,4757528,desarrollador junior
33144,Veronica,Gonzalez,2973914,True,0.1,dddd@hotmail.com,4696234,arquitecto
45397,Kelly,Perez,3691881,True,0.1,dddd@hotmail.com,4786614,desarrollador junior
139507,Isabel,Urrego,1488267,True,0.1,bbbb@hotmail.com,4802296,desarrollador senior
53193,Andres,Perez,4973785,True,0.1,dddd@hotmail.com,4893049,desarrollador junior
328641,Raul,Gonzalez,4791482,True,0.1,dddd@hotmail.com,4998786,desarrollador senior
328200,Veronica,Montoya,4647363,True,0.1,bbbb@hotmail.com,4703712,desarrollador senior
66157,Kelly,Gonzalez,4775724,True,0.1,aaaa@hotmail.com,4952138,desarrollador junior
48040,Andres,Urrego,4992747,True,0.1,cccc@hotmail.com,4904797,desarrollador junior
76381,Pablo,Perez,3735243,True,0.1,aaaa@hotmail.com,4855519,desarrollador junior
13462,Pablo,Urrego,3290127,True,0.1,aaaa@hotmail.com,4783533,arquitecto
417534,Veronica,Gomez,3283291,True,0.1,aaaa@hotmail.com,4724263,desarrollador junior
451576,Mauricio,Urrego,3856766,True,0.1,cccc@hotmail.com,4712043,desarrollador junior
379833,Juan,Perez,2282068,True,0.1,bbbb@hotmail.com,4812760,arquitecto
183153,Isabel,Perez,4221479,True,0.1,aaaa@hotmail.com,4883157,desarrollador junior
355505,Juan,Urrego,4557055,True,0.1,dddd@hotmail.com,4827800,arquitecto
449352,Raul,Peralta,4041315,True,0.1,bbbb@hotmail.com,4895831,desarrollador senior
37336,Ana,Gomez,1942264,True,0.1,aaaa@hotmail.com,4641370,arquitecto
161332,Isabel,Urrego,2349964,True,0.1,bbbb@hotmail.com,4935692,desarrollador junior
225135,Juan,Montoya,2490281,True,0.1,dddd@hotmail.com,4823565,arquitecto
381029,Veronica,Montoya,4970255,True,0.1,cccc@hotmail.com,4927397,arquitecto
224763,Ana,Gomez,1058216,True,0.1,dddd@hotmail.com,4721872,arquitecto
318428,Kelly,Gutierrez,1628633,True,0.1,aaaa@hotmail.com,4772722,desarrollador junior
17350,Isabel,Urrego,2701123,True,0.1,cccc@hotmail.com,4638791,desarrollador junior
483419,Veronica,Urrego,2515547,True,0.1,aaaa@hotmail.com,4890469,desarrollador senior
9412,Pablo,Peralta,2277449,True,0.1,bbbb@hotmail.com,5064426,arquitecto
157700,Pablo,Gomez,2261453,True,0.1,bbbb@hotmail.com,4877365,arquitecto
322965,Kelly,Perez,3262578,True,0.1,dddd@hotmail.com,4902607,desarrollador senior
56500,Mauricio,Gomez,3668427,True,0.1,cccc@hotmail.com,4881428,desarrollador senior
283805,Ana,Urrego,1625939,True,0.1,bbbb@hotmail.com,4756680,desarrollador junior
429670,Mauricio,Gonzalez,2387337,True,0.1,bbbb@hotmail.com,4795953,desarrollador junior
68511,Veronica,Urrego,3936275,True,0.1,aaaa@hotmail.com,4759158,desarrollador senior
309324,Kelly,Gonzalez,4179012,True,0.1,cccc@hotmail.com,4865765,desarrollador senior
89903,Juan,Peralta,3130832,True,0.1,bbbb@hotmail.com,4795804,arquitecto
421223,Veronica,Gutierrez,1338475,True,0.1,cccc@hotmail.com,5069877,desarrollador junior
79170,Manuela,Gonzalez,3919301,True,0.1,dddd@hotmail.com,4653118,arquitecto
442824,Juan,Perez,2880072,True,0.1,bbbb@hotmail.com,4741557,desarrollador senior
432485,Ana,Gonzalez,1639943,True,0.1,aaaa@hotmail.com,4934476,arquitecto
338102,Ana,Peralta,1690289,True,0.1,cccc@hotmail.com,4990229,desarrollador senior
212288,Raul,Gonzalez,4410232,True,0.1,aaaa@hotmail.com,4913956,desarrollador junior
428661,Pablo,Perez,1314220,True,0.1,cccc@hotmail.com,5056533,desarrollador junior
449405,Mauricio,Gutierrez,1535971,True,0.1,bbbb@hotmail.com,4966336,desarrollador junior
472509,Juan,Gomez,1943249,True,0.1,dddd@hotmail.com,4867412,desarrollador junior
417331,Mauricio,Perez,2831371,True,0.1,bbbb@hotmail.com,4610522,desarrollador junior
112596,Manuela,Perez,2098589,True,0.1,aaaa@hotmail.com,4991456,desarrollador junior
45900,Kelly,Montoya,3589205,True,0.1,dddd@hotmail.com,4771947,desarrollador senior
330342,Kelly,Montoya,2637940,True,0.1,aaaa@hotmail.com,4912926,desarrollador junior
342120,Ana,Montoya,3921253,True,0.1,bbbb@hotmail.com,4724593,desarrollador senior
482976,Raul,Gonzalez,4429051,True,0.1,bbbb@hotmail.com,4953073,desarrollador junior
300420,Juan,Urrego,3833512,True,0.1,dddd@hotmail.com,4837629,desarrollador senior
87521,Veronica,Peralta,2801159,True,0.1,bbbb@hotmail.com,4704834,arquitecto
90455,Ana,Montoya,3927497,True,0.1,dddd@hotmail.com,4914909,desarrollador junior
486100,Raul,Montoya,3709275,True,0.1,bbbb@hotmail.com,4710620,desarrollador junior
240138,Kelly,Urrego,1017835,True,0.1,aaaa@hotmail.com,4609765,desarrollador senior
468775,Andres,Gomez,2049971,True,0.1,cccc@hotmail.com,4642607,desarrollador junior
58801,Andres,Perez,1607192,True,0.1,aaaa@hotmail.com,5010272,arquitecto
292133,Manuela,Montoya,4264046,True,0.1,dddd@hotmail.com,4656826,desarrollador junior
36517,Andres,Gonzalez,1862205,True,0.1,bbbb@hotmail.com,4921322,desarrollador junior
103059,Juan,Perez,3510670,True,0.1,aaaa@hotmail.com,4820385,desarrollador junior
144381,Isabel,Perez,2193338,True,0.1,bbbb@hotmail.com,4731037,desarrollador senior
15518,Juan,Urrego,2809524,True,0.1,aaaa@hotmail.com,5052353,arquitecto
195700,Isabel,Peralta,3749599,True,0.1,dddd@hotmail.com,4981815,arquitecto
338558,Manuela,Gutierrez,1884954,True,0.1,bbbb@hotmail.com,5021229,arquitecto
310322,Pablo,Gomez,2300380,True,0.1,cccc@hotmail.com,5013158,arquitecto
285933,Andres,Peralta,1945609,True,0.1,aaaa@hotmail.com,4751581,arquitecto
422746,Veronica,Gomez,1088115,True,0.1,bbbb@hotmail.com,4746284,desarrollador junior
444241,Mauricio,Urrego,1270886,True,0.1,aaaa@hotmail.com,4708026,desarrollador junior
456603,Pablo,Gonzalez,3883421,True,0.1,bbbb@hotmail.com,4738546,desarrollador senior
119873,Mauricio,Perez,3031366,True,0.1,dddd@hotmail.com,4775427,arquitecto
257711,Juan,Gonzalez,2680064,True,0.1,dddd@hotmail.com,4969780,desarrollador junior
100532,Andres,Gutierrez,2728022,True,0.1,aaaa@hotmail.com,4737797,desarrollador junior
285631,Manuela,Montoya,3218536,True,0.1,aaaa@hotmail.com,4688446,arquitecto
304648,Ana,Montoya,2490581,True,0.1,cccc@hotmail.com,4654686,arquitecto
195688,Manuela,Gutierrez,3737253,True,0.1,bbbb@hotmail.com,5064905,desarrollador senior
91192,Andres,Montoya,2950335,True,0.1,aaaa@hotmail.com,4693565,desarrollador junior
81632,Isabel,Gomez,1793616,True,0.1,cccc@hotmail.com,4673083,desarrollador senior
133055,Andres,Peralta,2345636,True,0.1,aaaa@hotmail.com,4682070,arquitecto
373038,Pablo,Urrego,2123583,True,0.1,bbbb@hotmail.com,4913130,desarrollador senior
185978,Andres,Gonzalez,2887360,True,0.1,cccc@hotmail.com,4902183,arquitecto
81267,Ana,Perez,2253374,True,0.1,dddd@hotmail.com,5066372,desarrollador junior
474406,Kelly,Gutierrez,3677803,True,0.1,bbbb@hotmail.com,4599949,arquitecto
483068,Isabel,Gonzalez,2925128,True,0.1,dddd@hotmail.com,4918405,desarrollador junior
256537,Mauricio,Gomez,4321235,True,0.1,cccc@hotmail.com,4709497,desarrollador junior
461315,Manuela,Peralta,2302515,True,0.1,aaaa@hotmail.com,4994903,desarrollador junior
195488,Kelly,Urrego,4397369,True,0.1,bbbb@hotmail.com,4804194,desarrollador senior
26437,Pablo,Peralta,1698343,True,0.1,dddd@hotmail.com,4773188,desarrollador junior
254457,Ana,Gomez,2767394,True,0.1,bbbb@hotmail.com,4925209,arquitecto
155393,Veronica,Perez,3036255,True,0.1,dddd@hotmail.com,4667009,arquitecto
445010,Kelly,Montoya,2213160,True,0.1,cccc@hotmail.com,4903351,desarrollador senior
354897,Kelly,Montoya,1366350,True,0.1,cccc@hotmail.com,4875552,arquitecto
438926,Isabel,Urrego,2755300,True,0.1,aaaa@hotmail.com,4725221,arquitecto
235988,Ana,Urrego,3858362,True,0.1,dddd@hotmail.com,4661558,desarrollador senior
46133,Veronica,Peralta,4929904,True,0.1,bbbb@hotmail.com,5077708,desarrollador junior
47021,Andres,Perez,1591291,True,0.1,dddd@hotmail.com,5067052,desarrollador junior
1761,Raul,Perez,4170856,True,0.1,cccc@hotmail.com,4800466,arquitecto
260801,Veronica,Peralta,1224501,True,0.1,bbbb@hotmail.com,5054784,desarrollador senior
352250,Isabel,Gutierrez,3544797,True,0.1,dddd@hotmail.com,4736703,desarrollador junior
430332,Kelly,Montoya,4295282,True,0.1,cccc@hotmail.com,4616996,desarrollador junior
159261,Ana,Gutierrez,2977565,True,0.1,aaaa@hotmail.com,4615749,desarrollador junior
27969,Andres,Gonzalez,1372507,True,0.1,cccc@hotmail.com,4989834,desarrollador junior
266314,Kelly,Montoya,2546484,True,0.1,aaaa@hotmail.com,4735788,arquitecto
477832,Manuela,Gonzalez,1996017,True,0.1,dddd@hotmail.com,5007906,desarrollador junior
176052,Pablo,Gonzalez,4865535,True,0.1,cccc@hotmail.com,4672949,arquitecto
318139,Ana,Perez,4989489,True,0.1,dddd@hotmail.com,5027480,desarrollador junior
396555,Juan,Montoya,1666725,True,0.1,dddd@hotmail.com,4642048,desarrollador junior
144832,Raul,Gonzalez,2643090,True,0.1,bbbb@hotmail.com,5042751,desarrollador junior
257584,Manuela,Gomez,1293679,True,0.1,aaaa@hotmail.com,4993793,desarrollador junior
341579,Veronica,Gonzalez,2737577,True,0.1,dddd@hotmail.com,4722680,desarrollador junior
137887,Raul,Urrego,4717972,True,0.1,dddd@hotmail.com,4727582,desarrollador senior
296018,Veronica,Urrego,3517869,True,0.1,aaaa@hotmail.com,4934051,desarrollador junior
265054,Andres,Montoya,1589293,True,0.1,cccc@hotmail.com,5055474,desarrollador senior
269121,Ana,Gomez,2680320,True,0.1,dddd@hotmail.com,4955517,arquitecto
219068,Juan,Perez,1129288,True,0.1,dddd@hotmail.com,4692289,arquitecto
119282,Mauricio,Peralta,3586582,True,0.1,aaaa@hotmail.com,5008965,desarrollador junior
232369,Ana,Gonzalez,2299537,True,0.1,cccc@hotmail.com,4644580,desarrollador senior
51747,Isabel,Gomez,2723018,True,0.1,aaaa@hotmail.com,4831317,desarrollador junior
259044,Kelly,Gomez,3393430,True,0.1,aaaa@hotmail.com,4961163,desarrollador senior
413267,Pablo,Gutierrez,2109243,True,0.1,dddd@hotmail.com,4663390,desarrollador senior
286695,Veronica,Gutierrez,4351306,True,0.1,cccc@hotmail.com,4915799,arquitecto
425279,Andres,Montoya,1878118,True,0.1,cccc@hotmail.com,4888871,arquitecto
94773,Mauricio,Perez,4489731,True,0.1,cccc@hotmail.com,4635726,desarrollador junior
